id,employee_id,name,role,department,email,phone,joining_date,notice_period_days,previous_hospital,previous_experience_years,current_salary,status,last_updated
473,EMP0473,Michael Brown,Receptionist,Emergency,employee473@healthcare.com,+1-481-312-4539,2022-02-14,90,Care Hospital,11,42237,Active,2025-12-12T07:51:19.463267
474,EMP0474,James Wilson,Doctor,Emergency,employee474@healthcare.com,+1-995-326-4837,2025-06-11,60,Care Hospital,9,131503,Active,2025-12-12T07:51:19.463267
475,EMP0475,Maria Smith,Doctor,Surgery,employee475@healthcare.com,+1-891-795-3399,2025-04-07,60,Central Hospital,3,71168,Active,2025-12-12T07:51:19.463267
476,EMP0476,Sarah Williams,Doctor,Neurology,employee476@healthcare.com,+1-920-620-2335,2022-09-26,90,City Hospital,15,73611,Active,2025-12-12T07:51:19.463267
477,EMP0477,John Brown,Doctor,Orthopedics,employee477@healthcare.com,+1-457-914-2974,2021-05-13,90,Metro Clinic,14,114909,Active,2025-12-12T07:51:19.463267
478,EMP0478,John Wilson,Nurse,Emergency,employee478@healthcare.com,+1-400-594-4868,2022-06-25,60,General Medical Center,7,137685,Active,2025-12-12T07:51:19.463267
479,EMP0479,Michael Brown,Administrator,Cardiology,employee479@healthcare.com,+1-640-773-9124,2021-06-15,30,City Hospital,10,55957,Active,2025-12-12T07:51:19.463267
480,EMP0480,Lisa Anderson,Receptionist,Emergency,employee480@healthcare.com,+1-361-678-6265,2023-09-26,30,General Medical Center,14,65125,On Leave,2025-12-12T07:51:19.463267
481,EMP0481,Maria Anderson,Pharmacist,Pediatrics,employee481@healthcare.com,+1-845-568-8788,2022-02-01,90,Central Hospital,7,45094,On Leave,2025-12-12T07:51:19.463267
482,EMP0482,Maria Taylor,Administrator,Pediatrics,employee482@healthcare.com,+1-524-932-4840,2023-12-23,90,Care Hospital,1,120060,Active,2025-12-12T07:51:19.463267
483,EMP0483,Maria Williams,Lab Technician,Cardiology,employee483@healthcare.com,+1-440-990-4411,2025-02-20,90,City Hospital,9,103083,On Leave,2025-12-12T07:51:19.463267
484,EMP0484,John Taylor,Pharmacist,Neurology,employee484@healthcare.com,+1-548-382-2322,2024-11-16,60,General Medical Center,9,56764,Active,2025-12-12T07:51:19.463267
485,EMP0485,Robert Wilson,Pharmacist,Emergency,employee485@healthcare.com,+1-561-256-7417,2021-11-07,30,Care Hospital,1,94535,Active,2025-12-12T07:51:19.463267
486,EMP0486,John Brown,Lab Technician,Orthopedics,employee486@healthcare.com,+1-897-710-1486,2021-02-13,60,City Hospital,12,111467,Active,2025-12-12T07:51:19.463267
487,EMP0487,Lisa Moore,Administrator,Neurology,employee487@healthcare.com,+1-201-458-8958,2023-08-28,60,General Medical Center,14,132586,On Leave,2025-12-12T07:51:19.463267
488,EMP0488,Sarah Anderson,Nurse,Orthopedics,employee488@healthcare.com,+1-989-686-7093,2023-02-26,60,City Hospital,1,125270,Active,2025-12-12T07:51:19.463267
489,EMP0489,Michael Brown,Administrator,Surgery,employee489@healthcare.com,+1-584-142-5220,2024-11-23,90,General Medical Center,10,133889,On Leave,2025-12-12T07:51:19.466442
490,EMP0490,Maria Williams,Receptionist,Emergency,employee490@healthcare.com,+1-931-341-6052,2023-03-15,90,Metro Clinic,9,49064,On Leave,2025-12-12T07:51:19.466442
491,EMP0491,Sarah Miller,Nurse,Neurology,employee491@healthcare.com,+1-875-985-1549,2023-02-08,60,City Hospital,7,119680,On Leave,2025-12-12T07:51:19.466442
492,EMP0492,Sarah Moore,Lab Technician,Surgery,employee492@healthcare.com,+1-966-477-9850,2021-06-18,60,Central Hospital,13,58168,Active,2025-12-12T07:51:19.466442
493,EMP0493,James Williams,Lab Technician,Cardiology,employee493@healthcare.com,+1-564-305-1308,2023-09-19,60,General Medical Center,8,63080,On Leave,2025-12-12T07:51:19.466442
494,EMP0494,Robert Smith,Pharmacist,Neurology,employee494@healthcare.com,+1-716-269-2480,2021-02-12,60,Metro Clinic,7,132040,Active,2025-12-12T07:51:19.466442
495,EMP0495,Emily Anderson,Nurse,Neurology,employee495@healthcare.com,+1-467-228-8863,2024-06-23,30,City Hospital,4,141827,Active,2025-12-12T07:51:19.466442
496,EMP0496,Maria Johnson,Lab Technician,Neurology,employee496@healthcare.com,+1-227-692-1807,2024-08-25,60,Care Hospital,5,132493,Active,2025-12-12T07:51:19.466442
497,EMP0497,David Moore,Nurse,Neurology,employee497@healthcare.com,+1-458-135-9094,2021-11-30,30,General Medical Center,13,107171,Active,2025-12-12T07:51:19.466442
498,EMP0498,Jessica Miller,Lab Technician,Pediatrics,employee498@healthcare.com,+1-659-973-7765,2021-08-28,90,City Hospital,5,102344,Active,2025-12-12T07:51:19.466442
499,EMP0499,Emily Taylor,Receptionist,Cardiology,employee499@healthcare.com,+1-441-872-4997,2023-03-10,90,Central Hospital,7,107104,On Leave,2025-12-12T07:51:19.466442
500,EMP0500,Jessica Anderson,Administrator,Neurology,employee500@healthcare.com,+1-720-975-6534,2023-06-05,90,City Hospital,8,115660,Active,2025-12-12T07:51:19.466442
501,EMP0501,Robert Miller,Nurse,Emergency,employee501@healthcare.com,+1-310-744-5802,2025-01-01,30,City Hospital,12,62306,Active,2025-12-12T07:51:19.466442
502,EMP0502,David Brown,Doctor,Cardiology,employee502@healthcare.com,+1-724-239-5810,2022-02-28,60,Central Hospital,1,94993,On Leave,2025-12-12T07:51:19.466442
503,EMP0503,Robert Williams,Administrator,Neurology,employee503@healthcare.com,+1-943-304-6229,2023-06-25,90,City Hospital,3,43127,Active,2025-12-12T07:51:19.466442
504,EMP0504,Emily Williams,Receptionist,Pediatrics,employee504@healthcare.com,+1-891-413-8537,2024-07-15,60,City Hospital,1,81327,Active,2025-12-12T07:51:19.466442
505,EMP0505,Maria Williams,Lab Technician,Emergency,employee505@healthcare.com,+1-416-149-4290,2022-03-20,60,Central Hospital,4,75876,Active,2025-12-12T07:51:19.466442
506,EMP0506,John Brown,Lab Technician,Surgery,employee506@healthcare.com,+1-736-317-1229,2023-02-25,60,City Hospital,13,54738,Active,2025-12-12T07:51:19.466442
507,EMP0507,Lisa Wilson,Nurse,Surgery,employee507@healthcare.com,+1-513-398-8189,2021-12-25,30,Care Hospital,10,87704,Active,2025-12-12T07:51:19.466442
508,EMP0508,James Brown,Doctor,Cardiology,employee508@healthcare.com,+1-427-312-1108,2022-08-01,30,Metro Clinic,0,68746,Active,2025-12-12T07:51:19.466442
509,EMP0509,John Moore,Receptionist,Emergency,employee509@healthcare.com,+1-928-759-9381,2025-02-16,90,General Medical Center,7,111665,On Leave,2025-12-12T07:51:19.466442
510,EMP0510,Emily Taylor,Nurse,Orthopedics,employee510@healthcare.com,+1-374-646-9724,2024-02-12,30,City Hospital,4,45678,Active,2025-12-12T07:51:19.466442
511,EMP0511,Sarah Anderson,Doctor,Cardiology,employee511@healthcare.com,+1-355-720-3289,2025-01-01,60,General Medical Center,5,79403,On Leave,2025-12-12T07:51:19.466442
512,EMP0512,Sarah Taylor,Receptionist,Orthopedics,employee512@healthcare.com,+1-332-494-2897,2024-09-01,30,General Medical Center,2,136252,Active,2025-12-12T07:51:19.466442
513,EMP0513,Robert Anderson,Doctor,Orthopedics,employee513@healthcare.com,+1-322-234-9256,2021-05-01,60,City Hospital,15,57158,Active,2025-12-12T07:51:19.466442
514,EMP0514,Michael Williams,Nurse,Neurology,employee514@healthcare.com,+1-262-671-6221,2024-12-21,30,Care Hospital,10,63490,On Leave,2025-12-12T07:51:19.466442
515,EMP0515,Jessica Smith,Doctor,Pediatrics,employee515@healthcare.com,+1-666-858-5162,2022-10-20,90,Central Hospital,7,110455,On Leave,2025-12-12T07:51:19.466442
516,EMP0516,Robert Taylor,Receptionist,Emergency,employee516@healthcare.com,+1-342-492-7072,2025-08-01,30,Central Hospital,5,93522,Active,2025-12-12T07:51:19.466442
517,EMP0517,Maria Smith,Pharmacist,Pediatrics,employee517@healthcare.com,+1-318-247-3671,2025-08-18,60,City Hospital,8,75552,Active,2025-12-12T07:51:19.466442
518,EMP0518,Sarah Miller,Administrator,Orthopedics,employee518@healthcare.com,+1-427-972-9283,2023-03-23,60,General Medical Center,2,55354,Active,2025-12-12T07:51:19.466442
519,EMP0519,Michael Miller,Administrator,Neurology,employee519@healthcare.com,+1-809-490-1315,2021-07-26,60,City Hospital,11,114603,Active,2025-12-12T07:51:19.466442
520,EMP0520,David Smith,Doctor,Neurology,employee520@healthcare.com,+1-620-724-5901,2023-08-16,30,General Medical Center,9,107724,Active,2025-12-12T07:51:19.466442
521,EMP0521,Michael Johnson,Doctor,Cardiology,employee521@healthcare.com,+1-313-814-5840,2021-09-09,30,Care Hospital,8,63691,Active,2025-12-12T07:51:19.466442
522,EMP0522,David Williams,Nurse,Surgery,employee522@healthcare.com,+1-620-646-5591,2022-10-17,60,City Hospital,10,121019,On Leave,2025-12-12T07:51:19.466442
523,EMP0523,Maria Williams,Administrator,Neurology,employee523@healthcare.com,+1-320-450-8646,2021-06-07,60,Central Hospital,15,69435,Active,2025-12-12T07:51:19.466442
524,EMP0524,Maria Wilson,Pharmacist,Neurology,employee524@healthcare.com,+1-604-792-6053,2021-07-29,90,Central Hospital,10,100968,Active,2025-12-12T07:51:19.466442
525,EMP0525,Maria Williams,Doctor,Neurology,employee525@healthcare.com,+1-650-517-5024,2024-01-10,60,Metro Clinic,3,71015,Active,2025-12-12T07:51:19.466442
526,EMP0526,Robert Anderson,Pharmacist,Surgery,employee526@healthcare.com,+1-485-441-5655,2023-12-25,60,City Hospital,13,119457,Active,2025-12-12T07:51:19.466442
527,EMP0527,Sarah Taylor,Doctor,Emergency,employee527@healthcare.com,+1-435-766-5037,2023-10-25,90,Metro Clinic,11,146385,Active,2025-12-12T07:51:19.466442
528,EMP0528,Lisa Moore,Nurse,Orthopedics,employee528@healthcare.com,+1-779-731-3870,2023-04-13,90,Care Hospital,1,85761,Active,2025-12-12T07:51:19.466442
529,EMP0529,Lisa Brown,Pharmacist,Surgery,employee529@healthcare.com,+1-628-929-2397,2023-11-12,30,City Hospital,13,98364,On Leave,2025-12-12T07:51:19.466442
530,EMP0530,Maria Williams,Receptionist,Cardiology,employee530@healthcare.com,+1-457-558-9054,2023-04-08,60,City Hospital,7,106589,Active,2025-12-12T07:51:19.466442
531,EMP0531,Michael Davis,Administrator,Surgery,employee531@healthcare.com,+1-612-720-7001,2022-02-10,60,Care Hospital,2,46992,Active,2025-12-12T07:51:19.466442
532,EMP0532,Michael Anderson,Nurse,Cardiology,employee532@healthcare.com,+1-233-832-5389,2025-04-06,60,Central Hospital,3,47642,Active,2025-12-12T07:51:19.466442
533,EMP0533,Michael Moore,Receptionist,Cardiology,employee533@healthcare.com,+1-726-816-4451,2024-11-30,30,City Hospital,14,118510,On Leave,2025-12-12T07:51:19.466442
534,EMP0534,Robert Moore,Nurse,Pediatrics,employee534@healthcare.com,+1-545-347-3003,2021-01-02,90,General Medical Center,10,53682,Active,2025-12-12T07:51:19.466442
535,EMP0535,Maria Anderson,Pharmacist,Neurology,employee535@healthcare.com,+1-889-792-8290,2024-04-10,60,Care Hospital,5,46685,Active,2025-12-12T07:51:19.466442
536,EMP0536,Emily Brown,Lab Technician,Neurology,employee536@healthcare.com,+1-700-130-4269,2025-05-02,30,General Medical Center,2,138984,Active,2025-12-12T07:51:19.466442
537,EMP0537,Maria Wilson,Lab Technician,Pediatrics,employee537@healthcare.com,+1-477-660-2883,2024-10-24,30,Metro Clinic,14,107940,Active,2025-12-12T07:51:19.466442
538,EMP0538,Sarah Brown,Receptionist,Cardiology,employee538@healthcare.com,+1-719-649-9270,2025-06-12,90,Care Hospital,1,93581,Active,2025-12-12T07:51:19.466442
539,EMP0539,Jessica Johnson,Lab Technician,Pediatrics,employee539@healthcare.com,+1-444-378-6890,2022-04-10,30,Central Hospital,2,105838,Active,2025-12-12T07:51:19.466442
540,EMP0540,Lisa Anderson,Nurse,Surgery,employee540@healthcare.com,+1-937-404-2015,2023-11-05,60,City Hospital,11,137101,On Leave,2025-12-12T07:51:19.466442
541,EMP0541,Maria Smith,Lab Technician,Orthopedics,employee541@healthcare.com,+1-279-625-7239,2022-01-03,90,Care Hospital,4,122351,On Leave,2025-12-12T07:51:19.466442
542,EMP0542,Michael Brown,Lab Technician,Orthopedics,employee542@healthcare.com,+1-361-451-6357,2024-06-07,30,Central Hospital,5,132663,Active,2025-12-12T07:51:19.466442
543,EMP0543,Maria Wilson,Doctor,Cardiology,employee543@healthcare.com,+1-739-798-2396,2025-01-03,60,Metro Clinic,4,99953,Active,2025-12-12T07:51:19.466442
544,EMP0544,John Wilson,Lab Technician,Neurology,employee544@healthcare.com,+1-327-741-2386,2024-06-30,30,Care Hospital,0,133732,On Leave,2025-12-12T07:51:19.466442
545,EMP0545,John Smith,Nurse,Surgery,employee545@healthcare.com,+1-955-534-4973,2025-03-04,30,City Hospital,13,146421,Active,2025-12-12T07:51:19.466442
546,EMP0546,Sarah Johnson,Lab Technician,Neurology,employee546@healthcare.com,+1-534-752-3357,2022-01-21,90,Care Hospital,7,77574,Active,2025-12-12T07:51:19.466442
547,EMP0547,Emily Brown,Receptionist,Pediatrics,employee547@healthcare.com,+1-774-495-1193,2021-01-12,90,Care Hospital,13,139421,Active,2025-12-12T07:51:19.466442
548,EMP0548,John Miller,Pharmacist,Emergency,employee548@healthcare.com,+1-304-342-5666,2022-01-03,90,Metro Clinic,6,48541,Active,2025-12-12T07:51:19.466442
549,EMP0549,Lisa Anderson,Nurse,Pediatrics,employee549@healthcare.com,+1-791-519-5859,2021-07-03,90,General Medical Center,6,45031,On Leave,2025-12-12T07:51:19.466442
550,EMP0550,Lisa Smith,Nurse,Surgery,employee550@healthcare.com,+1-232-778-3291,2021-07-03,30,City Hospital,14,114389,Active,2025-12-12T07:51:19.466442
551,EMP0551,Michael Davis,Lab Technician,Emergency,employee551@healthcare.com,+1-238-939-4432,2022-11-04,60,City Hospital,3,60352,On Leave,2025-12-12T07:51:19.466442
552,EMP0552,Sarah Williams,Doctor,Cardiology,employee552@healthcare.com,+1-250-634-2553,2024-06-02,60,Metro Clinic,10,136982,Active,2025-12-12T07:51:19.466442
553,EMP0553,James Miller,Pharmacist,Orthopedics,employee553@healthcare.com,+1-977-911-9579,2025-09-17,90,Care Hospital,6,135464,Active,2025-12-12T07:51:19.466442
554,EMP0554,Sarah Williams,Administrator,Surgery,employee554@healthcare.com,+1-268-545-2909,2023-08-05,60,Central Hospital,4,84082,Active,2025-12-12T07:51:19.466442
555,EMP0555,Emily Williams,Administrator,Orthopedics,employee555@healthcare.com,+1-245-239-4155,2022-08-10,30,Central Hospital,1,73007,Active,2025-12-12T07:51:19.466442
556,EMP0556,Lisa Moore,Lab Technician,Neurology,employee556@healthcare.com,+1-859-711-4887,2022-12-15,90,Care Hospital,13,45794,Active,2025-12-12T07:51:19.466442
557,EMP0557,Robert Anderson,Pharmacist,Cardiology,employee557@healthcare.com,+1-629-791-4140,2024-09-14,30,City Hospital,1,107929,Active,2025-12-12T07:51:19.466442
558,EMP0558,Lisa Moore,Administrator,Orthopedics,employee558@healthcare.com,+1-633-197-7269,2021-11-26,30,Care Hospital,13,48762,Active,2025-12-12T07:51:19.466442
559,EMP0559,Michael Johnson,Receptionist,Surgery,employee559@healthcare.com,+1-595-548-6698,2022-09-19,30,City Hospital,11,79035,Active,2025-12-12T07:51:19.466442
560,EMP0560,Michael Taylor,Administrator,Cardiology,employee560@healthcare.com,+1-949-277-2221,2021-11-22,30,Central Hospital,12,61471,On Leave,2025-12-12T07:51:19.466442
561,EMP0561,Michael Williams,Lab Technician,Surgery,employee561@healthcare.com,+1-957-536-9362,2023-09-23,60,General Medical Center,15,148190,Active,2025-12-12T07:51:19.466442
562,EMP0562,Emily Moore,Nurse,Cardiology,employee562@healthcare.com,+1-686-206-1930,2024-07-04,30,Care Hospital,2,43205,Active,2025-12-12T07:51:19.466442
563,EMP0563,James Moore,Administrator,Orthopedics,employee563@healthcare.com,+1-901-189-5727,2021-08-18,30,General Medical Center,0,96456,Active,2025-12-12T07:51:19.466442
564,EMP0564,Michael Johnson,Receptionist,Surgery,employee564@healthcare.com,+1-869-756-9722,2023-06-30,30,General Medical Center,3,111575,Active,2025-12-12T07:51:19.466442
565,EMP0565,Emily Davis,Nurse,Cardiology,employee565@healthcare.com,+1-878-492-9061,2024-10-04,30,City Hospital,7,127065,Active,2025-12-12T07:51:19.466442
566,EMP0566,Emily Brown,Pharmacist,Emergency,employee566@healthcare.com,+1-396-949-5096,2025-02-01,90,Care Hospital,6,104693,Active,2025-12-12T07:51:19.466442
567,EMP0567,James Johnson,Receptionist,Pediatrics,employee567@healthcare.com,+1-983-875-4207,2025-01-14,60,Central Hospital,7,60046,Active,2025-12-12T07:51:19.466442
568,EMP0568,James Johnson,Pharmacist,Pediatrics,employee568@healthcare.com,+1-373-713-9417,2021-04-17,60,Central Hospital,4,71141,Active,2025-12-12T07:51:19.466442
569,EMP0569,James Williams,Pharmacist,Orthopedics,employee569@healthcare.com,+1-251-490-8873,2025-03-19,60,Metro Clinic,3,60753,On Leave,2025-12-12T07:51:19.466442
570,EMP0570,Lisa Williams,Pharmacist,Orthopedics,employee570@healthcare.com,+1-467-923-7923,2022-01-05,60,City Hospital,10,41457,Active,2025-12-12T07:51:19.466442
571,EMP0571,Maria Smith,Pharmacist,Orthopedics,employee571@healthcare.com,+1-712-884-3917,2021-12-03,30,Central Hospital,6,102035,Active,2025-12-12T07:51:19.466442
572,EMP0572,David Brown,Doctor,Surgery,employee572@healthcare.com,+1-714-690-3803,2021-02-28,60,General Medical Center,9,48667,Active,2025-12-12T07:51:19.466442
573,EMP0573,Michael Smith,Pharmacist,Orthopedics,employee573@healthcare.com,+1-453-966-7325,2022-09-02,30,Metro Clinic,6,55624,On Leave,2025-12-12T07:51:19.466442
574,EMP0574,Sarah Smith,Receptionist,Pediatrics,employee574@healthcare.com,+1-980-777-5594,2022-04-08,90,Care Hospital,13,50738,Active,2025-12-12T07:51:19.466442
575,EMP0575,Robert Wilson,Nurse,Orthopedics,employee575@healthcare.com,+1-441-448-8089,2023-05-16,90,Metro Clinic,0,40172,On Leave,2025-12-12T07:51:19.466442
576,EMP0576,James Smith,Doctor,Pediatrics,employee576@healthcare.com,+1-734-875-4977,2023-02-19,60,City Hospital,11,69546,Active,2025-12-12T07:51:19.466442
577,EMP0577,James Davis,Receptionist,Orthopedics,employee577@healthcare.com,+1-841-783-5717,2022-07-14,90,General Medical Center,7,100076,On Leave,2025-12-12T07:51:19.466442
578,EMP0578,Michael Brown,Pharmacist,Orthopedics,employee578@healthcare.com,+1-811-143-1024,2024-05-31,60,Care Hospital,10,88366,Active,2025-12-12T07:51:19.466442
579,EMP0579,Lisa Taylor,Pharmacist,Neurology,employee579@healthcare.com,+1-823-187-2225,2023-11-14,30,Metro Clinic,8,72655,On Leave,2025-12-12T07:51:19.466442
580,EMP0580,Sarah Anderson,Doctor,Cardiology,employee580@healthcare.com,+1-821-111-5825,2022-01-18,30,City Hospital,10,90754,On Leave,2025-12-12T07:51:19.466442
581,EMP0581,James Moore,Receptionist,Orthopedics,employee581@healthcare.com,+1-452-559-9293,2025-03-08,60,City Hospital,11,65759,Active,2025-12-12T07:51:19.466442
582,EMP0582,Robert Williams,Doctor,Emergency,employee582@healthcare.com,+1-452-296-2058,2025-04-13,60,Metro Clinic,8,126108,Active,2025-12-12T07:51:19.466442
583,EMP0583,Michael Williams,Administrator,Orthopedics,employee583@healthcare.com,+1-543-372-2044,2021-02-06,60,General Medical Center,15,128894,On Leave,2025-12-12T07:51:19.473471
584,EMP0584,Sarah Smith,Administrator,Pediatrics,employee584@healthcare.com,+1-670-882-1193,2021-12-16,60,Central Hospital,2,146752,On Leave,2025-12-12T07:51:19.473471
585,EMP0585,Michael Brown,Administrator,Surgery,employee585@healthcare.com,+1-450-990-7077,2023-11-10,90,Central Hospital,14,52054,Active,2025-12-12T07:51:19.473471
586,EMP0586,Sarah Smith,Lab Technician,Surgery,employee586@healthcare.com,+1-300-147-5083,2022-11-08,90,Central Hospital,4,128159,Active,2025-12-12T07:51:19.473471
587,EMP0587,Sarah Taylor,Administrator,Neurology,employee587@healthcare.com,+1-572-452-8975,2024-07-28,60,Care Hospital,13,111258,Active,2025-12-12T07:51:19.473471
588,EMP0588,Sarah Taylor,Nurse,Pediatrics,employee588@healthcare.com,+1-698-242-6713,2022-05-17,90,General Medical Center,5,135558,Active,2025-12-12T07:51:19.473471
589,EMP0589,Sarah Brown,Administrator,Orthopedics,employee589@healthcare.com,+1-518-827-2883,2021-05-05,60,City Hospital,7,88881,On Leave,2025-12-12T07:51:19.473471
590,EMP0590,Robert Smith,Doctor,Surgery,employee590@healthcare.com,+1-689-188-3227,2021-02-12,30,Central Hospital,13,138838,Active,2025-12-12T07:51:19.473471
591,EMP0591,Robert Davis,Nurse,Emergency,employee591@healthcare.com,+1-892-638-6302,2022-01-13,30,Metro Clinic,2,44577,On Leave,2025-12-12T07:51:19.473471
592,EMP0592,Emily Davis,Pharmacist,Neurology,employee592@healthcare.com,+1-923-997-6043,2024-05-17,90,Central Hospital,11,142317,Active,2025-12-12T07:51:19.473471
593,EMP0593,James Williams,Administrator,Pediatrics,employee593@healthcare.com,+1-402-860-2239,2021-02-04,60,City Hospital,9,77411,Active,2025-12-12T07:51:19.473471
594,EMP0594,Maria Taylor,Pharmacist,Emergency,employee594@healthcare.com,+1-324-826-5796,2022-08-24,90,Central Hospital,4,129241,Active,2025-12-12T07:51:19.473471
595,EMP0595,Sarah Smith,Doctor,Neurology,employee595@healthcare.com,+1-487-290-9692,2024-11-06,90,Metro Clinic,5,42022,Active,2025-12-12T07:51:19.473471
596,EMP0596,David Taylor,Administrator,Cardiology,employee596@healthcare.com,+1-805-285-7434,2021-03-28,60,General Medical Center,2,46240,On Leave,2025-12-12T07:51:19.473471
597,EMP0597,Maria Anderson,Administrator,Pediatrics,employee597@healthcare.com,+1-351-706-3148,2023-10-04,90,City Hospital,2,119183,Active,2025-12-12T07:51:19.473471
598,EMP0598,James Wilson,Pharmacist,Orthopedics,employee598@healthcare.com,+1-599-353-8822,2021-01-08,60,Care Hospital,8,148791,Active,2025-12-12T07:51:19.473471
599,EMP0599,Maria Moore,Doctor,Orthopedics,employee599@healthcare.com,+1-694-679-1708,2021-06-02,60,General Medical Center,3,100516,Active,2025-12-12T07:51:19.473471
600,EMP0600,Emily Brown,Receptionist,Emergency,employee600@healthcare.com,+1-666-591-8841,2022-04-02,30,General Medical Center,12,69547,Active,2025-12-12T07:51:19.473471
601,EMP0601,Maria Davis,Doctor,Cardiology,employee601@healthcare.com,+1-395-310-5498,2021-06-05,30,City Hospital,5,73140,Active,2025-12-12T07:51:19.473471
602,EMP0602,Michael Williams,Doctor,Neurology,employee602@healthcare.com,+1-295-710-2964,2021-10-31,30,General Medical Center,7,56694,Active,2025-12-12T07:51:19.473471
603,EMP0603,Emily Miller,Pharmacist,Pediatrics,employee603@healthcare.com,+1-234-609-3713,2022-08-07,30,Central Hospital,1,44421,Active,2025-12-12T07:51:19.473471
604,EMP0604,Maria Wilson,Administrator,Neurology,employee604@healthcare.com,+1-444-690-3219,2022-10-29,30,Metro Clinic,13,131797,Active,2025-12-12T07:51:19.473471
605,EMP0605,Emily Williams,Pharmacist,Pediatrics,employee605@healthcare.com,+1-931-639-5078,2025-03-29,60,General Medical Center,14,117867,Active,2025-12-12T07:51:19.473471
606,EMP0606,Sarah Wilson,Administrator,Cardiology,employee606@healthcare.com,+1-580-430-7850,2023-02-08,60,Metro Clinic,15,131438,Active,2025-12-12T07:51:19.473471
607,EMP0607,John Smith,Administrator,Orthopedics,employee607@healthcare.com,+1-747-741-2548,2022-04-27,30,Care Hospital,1,110952,Active,2025-12-12T07:51:19.473471
608,EMP0608,Jessica Smith,Nurse,Pediatrics,employee608@healthcare.com,+1-213-757-6020,2021-11-25,90,Central Hospital,9,82002,Active,2025-12-12T07:51:19.473471
609,EMP0609,Michael Davis,Pharmacist,Neurology,employee609@healthcare.com,+1-789-627-7414,2022-10-09,30,General Medical Center,3,92543,Active,2025-12-12T07:51:19.473471
610,EMP0610,James Miller,Pharmacist,Surgery,employee610@healthcare.com,+1-841-770-5144,2023-01-19,30,General Medical Center,11,79500,Active,2025-12-12T07:51:19.473471
611,EMP0611,David Anderson,Nurse,Cardiology,employee611@healthcare.com,+1-365-412-9738,2025-02-06,60,Metro Clinic,6,122582,On Leave,2025-12-12T07:51:19.473471
612,EMP0612,Emily Wilson,Receptionist,Pediatrics,employee612@healthcare.com,+1-289-960-5480,2024-11-11,30,Metro Clinic,10,122157,Active,2025-12-12T07:51:19.473471
613,EMP0613,Michael Brown,Pharmacist,Emergency,employee613@healthcare.com,+1-695-155-2968,2024-07-14,90,Central Hospital,8,101705,Active,2025-12-12T07:51:19.473471
614,EMP0614,John Anderson,Nurse,Cardiology,employee614@healthcare.com,+1-298-249-6939,2024-12-30,30,City Hospital,12,137651,Active,2025-12-12T07:51:19.473471
615,EMP0615,David Davis,Pharmacist,Surgery,employee615@healthcare.com,+1-673-261-2587,2022-12-17,90,Care Hospital,7,45585,Active,2025-12-12T07:51:19.473471
616,EMP0616,Robert Davis,Nurse,Pediatrics,employee616@healthcare.com,+1-582-980-4368,2025-08-28,30,Central Hospital,14,98453,Active,2025-12-12T07:51:19.473471
617,EMP0617,Maria Taylor,Doctor,Neurology,employee617@healthcare.com,+1-947-431-7812,2022-05-02,60,General Medical Center,9,140191,Active,2025-12-12T07:51:19.473471
618,EMP0618,Jessica Johnson,Pharmacist,Surgery,employee618@healthcare.com,+1-392-771-6922,2025-09-21,30,General Medical Center,3,102917,Active,2025-12-12T07:51:19.473471
619,EMP0619,Emily Davis,Receptionist,Orthopedics,employee619@healthcare.com,+1-302-110-4496,2023-12-13,30,Central Hospital,15,126256,Active,2025-12-12T07:51:19.473471
620,EMP0620,Michael Smith,Nurse,Pediatrics,employee620@healthcare.com,+1-885-755-5884,2023-12-22,30,Metro Clinic,8,130451,On Leave,2025-12-12T07:51:19.473471
621,EMP0621,Jessica Wilson,Nurse,Emergency,employee621@healthcare.com,+1-973-535-1461,2022-06-05,60,General Medical Center,5,77093,Active,2025-12-12T07:51:19.473471
622,EMP0622,Michael Johnson,Pharmacist,Orthopedics,employee622@healthcare.com,+1-408-448-5711,2024-10-28,60,City Hospital,12,100496,Active,2025-12-12T07:51:19.473471
623,EMP0623,John Moore,Nurse,Surgery,employee623@healthcare.com,+1-749-795-6512,2023-12-10,30,Central Hospital,13,42901,On Leave,2025-12-12T07:51:19.473471
624,EMP0624,Jessica Miller,Nurse,Surgery,employee624@healthcare.com,+1-838-918-6040,2022-08-17,30,Metro Clinic,6,115872,On Leave,2025-12-12T07:51:19.473471
625,EMP0625,Maria Brown,Nurse,Neurology,employee625@healthcare.com,+1-648-584-3277,2021-07-06,90,City Hospital,7,50603,Active,2025-12-12T07:51:19.473471
626,EMP0626,Sarah Moore,Pharmacist,Surgery,employee626@healthcare.com,+1-895-772-7063,2021-02-10,60,Care Hospital,15,71130,On Leave,2025-12-12T07:51:19.473471
627,EMP0627,Michael Wilson,Pharmacist,Pediatrics,employee627@healthcare.com,+1-234-381-4109,2022-05-09,90,Central Hospital,7,145454,Active,2025-12-12T07:51:19.473471
628,EMP0628,David Davis,Receptionist,Neurology,employee628@healthcare.com,+1-276-277-3357,2021-03-08,90,Metro Clinic,2,122248,Active,2025-12-12T07:51:19.478981
629,EMP0629,Michael Moore,Doctor,Neurology,employee629@healthcare.com,+1-977-597-7603,2025-02-06,30,Metro Clinic,11,113906,Active,2025-12-12T07:51:19.478981
630,EMP0630,Jessica Miller,Receptionist,Orthopedics,employee630@healthcare.com,+1-548-517-5494,2021-09-16,90,General Medical Center,5,105894,Active,2025-12-12T07:51:19.478981
